ano,mes,estado,regiao,bioma,focos
2018,12,PR,Sul,Mata Atlântica,99
2018,12,RS,Sul,Pampa,69
2018,12,SC,Sul,Mata Atlântica,63
2019,1,AC,Norte,Amazônia,481
2019,1,AM,Norte,Amazônia,405
2019,1,AP,Norte,Amazônia,450
2019,1,PA,Norte,Amazônia,371
2019,1,RO,Norte,Amazônia,280
2019,1,RR,Norte,Amazônia,282
2019,1,TO,Norte,Cerrado,422
2019,1,AL,Nordeste,Mata Atlântica,89
2019,1,BA,Nordeste,Caatinga,75
2019,1,CE,Nordeste,Caatinga,93
2019,1,MA,Nordeste,Cerrado,266
2019,1,PB,Nordeste,Caatinga,99
2019,1,PE,Nordeste,Caatinga,79
2019,1,PI,Nordeste,Caatinga,112
2019,1,RN,Nordeste,Caatinga,82
2019,1,SE,Nordeste,Caatinga,91
2019,1,GO,Centro-Oeste,Cerrado,253
2019,1,MS,Centro-Oeste,Cerrado,269
2019,1,MT,Centro-Oeste,Cerrado,349
2019,1,ES,Sudeste,Mata Atlântica,92
2019,1,MG,Sudeste,Cerrado,401
2019,1,RJ,Sudeste,Mata Atlântica,81
2019,1,SP,Sudeste,Mata Atlântica,106
2019,1,PR,Sul,Mata Atlântica,116
2019,1,RS,Sul,Pampa,111
2019,1,SC,Sul,Mata Atlântica,65
2019,2,AC,Norte,Amazônia,371
2019,2,AM,Norte,Amazônia,277
2019,2,AP,Norte,Amazônia,311
2019,2,PA,Norte,Amazônia,498
2019,2,RO,Norte,Amazônia,286
2019,2,RR,Norte,Amazônia,376
2019,2,TO,Norte,Cerrado,405
2019,2,AL,Nordeste,Mata Atlântica,106
2019,2,BA,Nordeste,Caatinga,97
2019,2,CE,Nordeste,Caatinga,63
2019,2,MA,Nordeste,Cerrado,332
2019,2,PB,Nordeste,Caatinga,95
2019,2,PE,Nordeste,Caatinga,68
2019,2,PI,Nordeste,Caatinga,84
2019,2,RN,Nordeste,Caatinga,64
2019,2,SE,Nordeste,Caatinga,67
2019,2,GO,Centro-Oeste,Cerrado,350
2019,2,MS,Centro-Oeste,Cerrado,284
2019,2,MT,Centro-Oeste,Cerrado,393
2019,2,ES,Sudeste,Mata Atlântica,105
2019,2,MG,Sudeste,Cerrado,451
2019,2,RJ,Sudeste,Mata Atlântica,75
2019,2,SP,Sudeste,Mata Atlântica,73
2019,2,PR,Sul,Mata Atlântica,69
2019,2,RS,Sul,Pampa,102
2019,2,SC,Sul,Mata Atlântica,107
2019,3,AC,Norte,Amazônia,258
2019,3,AM,Norte,Amazônia,485
2019,3,AP,Norte,Amazônia,263
2019,3,PA,Norte,Amazônia,386
2019,3,RO,Norte,Amazônia,428
2019,3,RR,Norte,Amazônia,469
2019,3,TO,Norte,Cerrado,430
2019,3,AL,Nordeste,Mata Atlântica,113
2019,3,BA,Nordeste,Caatinga,84
2019,3,CE,Nordeste,Caatinga,113
2019,3,MA,Nordeste,Cerrado,270
2019,3,PB,Nordeste,Caatinga,118
2019,3,PE,Nordeste,Caatinga,97
2019,3,PI,Nordeste,Caatinga,113
2019,3,RN,Nordeste,Caatinga,91
2019,3,SE,Nordeste,Caatinga,103
2019,3,GO,Centro-Oeste,Cerrado,382
2019,3,MS,Centro-Oeste,Cerrado,434
2019,3,MT,Centro-Oeste,Cerrado,271
2019,3,ES,Sudeste,Mata Atlântica,66
2019,3,MG,Sudeste,Cerrado,312
2019,3,RJ,Sudeste,Mata Atlântica,72
2019,3,SP,Sudeste,Mata Atlântica,117
2019,3,PR,Sul,Mata Atlântica,76
2019,3,RS,Sul,Pampa,123
2019,3,SC,Sul,Mata Atlântica,83
2019,4,AC,Norte,Amazônia,296
2019,4,AM,Norte,Amazônia,448
2019,4,AP,Norte,Amazônia,416
2019,4,PA,Norte,Amazônia,375
2019,4,RO,Norte,Amazônia,390
2019,4,RR,Norte,Amazônia,431
2019,4,TO,Norte,Cerrado,308
2019,4,AL,Nordeste,Mata Atlântica,125
2019,4,BA,Nordeste,Caatinga,123
2019,4,CE,Nordeste,Caatinga,103
2019,4,MA,Nordeste,Cerrado,300
2019,4,PB,Nordeste,Caatinga,105
2019,4,PE,Nordeste,Caatinga,67
2019,4,PI,Nordeste,Caatinga,64
2019,4,RN,Nordeste,Caatinga,78
2019,4,SE,Nordeste,Caatinga,91
2019,4,GO,Centro-Oeste,Cerrado,468
2019,4,MS,Centro-Oeste,Cerrado,433
2019,4,MT,Centro-Oeste,Cerrado,437
2019,4,ES,Sudeste,Mata Atlântica,89
2019,4,MG,Sudeste,Cerrado,337
2019,4,RJ,Sudeste,Mata Atlântica,85
2019,4,SP,Sudeste,Mata Atlântica,124
2019,4,PR,Sul,Mata Atlântica,65
2019,4,RS,Sul,Pampa,117
2019,4,SC,Sul,Mata Atlântica,99
2019,5,AC,Norte,Amazônia,360
2019,5,AM,Norte,Amazônia,432
2019,5,AP,Norte,Amazônia,372
2019,5,PA,Norte,Amazônia,470
2019,5,RO,Norte,Amazônia,476
2019,5,RR,Norte,Amazônia,356
2019,5,TO,Norte,Cerrado,320
2019,5,AL,Nordeste,Mata Atlântica,99
2019,5,BA,Nordeste,Caatinga,119
2019,5,CE,Nordeste,Caatinga,75
2019,5,MA,Nordeste,Cerrado,407
2019,5,PB,Nordeste,Caatinga,102
2019,5,PE,Nordeste,Caatinga,108
2019,5,PI,Nordeste,Caatinga,70
2019,5,RN,Nordeste,Caatinga,107
2019,5,SE,Nordeste,Caatinga,119
2019,5,GO,Centro-Oeste,Cerrado,295
2019,5,MS,Centro-Oeste,Cerrado,310
2019,5,MT,Centro-Oeste,Cerrado,494
2019,5,ES,Sudeste,Mata Atlântica,74
2019,5,MG,Sudeste,Cerrado,465
2019,5,RJ,Sudeste,Mata Atlântica,93
2019,5,SP,Sudeste,Mata Atlântica,78
2019,5,PR,Sul,Mata Atlântica,117
2019,5,RS,Sul,Pampa,90
2019,5,SC,Sul,Mata Atlântica,95
2019,6,AC,Norte,Amazônia,341
2019,6,AM,Norte,Amazônia,399
2019,6,AP,Norte,Amazônia,291
2019,6,PA,Norte,Amazônia,348
2019,6,RO,Norte,Amazônia,494
2019,6,RR,Norte,Amazônia,315
2019,6,TO,Norte,Cerrado,415
2019,6,AL,Nordeste,Mata Atlântica,83
2019,6,BA,Nordeste,Caatinga,111
2019,6,CE,Nordeste,Caatinga,70
2019,6,MA,Nordeste,Cerrado,494
2019,6,PB,Nordeste,Caatinga,91
2019,6,PE,Nordeste,Caatinga,77
2019,6,PI,Nordeste,Caatinga,67
2019,6,RN,Nordeste,Caatinga,73
2019,6,SE,Nordeste,Caatinga,95
2019,6,GO,Centro-Oeste,Cerrado,335
2019,6,MS,Centro-Oeste,Cerrado,458
2019,6,MT,Centro-Oeste,Cerrado,358
2019,6,ES,Sudeste,Mata Atlântica,78
2019,6,MG,Sudeste,Cerrado,405
2019,6,RJ,Sudeste,Mata Atlântica,107
2019,6,SP,Sudeste,Mata Atlântica,73
2019,6,PR,Sul,Mata Atlântica,73
2019,6,RS,Sul,Pampa,65
2019,6,SC,Sul,Mata Atlântica,108
2019,7,AC,Norte,Amazônia,2608
2019,7,AM,Norte,Amazônia,2312
2019,7,AP,Norte,Amazônia,2891
2019,7,PA,Norte,Amazônia,2831
2019,7,RO,Norte,Amazônia,2485
2019,7,RR,Norte,Amazônia,2929
2019,7,TO,Norte,Cerrado,1890
2019,7,AL,Nordeste,Mata Atlântica,435
2019,7,BA,Nordeste,Caatinga,497
2019,7,CE,Nordeste,Caatinga,414
2019,7,MA,Nordeste,Cerrado,2400
2019,7,PB,Nordeste,Caatinga,759
2019,7,PE,Nordeste,Caatinga,407
2019,7,PI,Nordeste,Caatinga,439
2019,7,RN,Nordeste,Caatinga,569
2019,7,SE,Nordeste,Caatinga,758
2019,7,GO,Centro-Oeste,Cerrado,2063
2019,7,MS,Centro-Oeste,Cerrado,2363
2019,7,MT,Centro-Oeste,Cerrado,1633
2019,7,ES,Sudeste,Mata Atlântica,450
2019,7,MG,Sudeste,Cerrado,3115
2019,7,RJ,Sudeste,Mata Atlântica,770
2019,7,SP,Sudeste,Mata Atlântica,393
2019,7,PR,Sul,Mata Atlântica,765
2019,7,RS,Sul,Pampa,642
2019,7,SC,Sul,Mata Atlântica,732
2019,8,AC,Norte,Amazônia,2281
2019,8,AM,Norte,Amazônia,2376
2019,8,AP,Norte,Amazônia,2334
2019,8,PA,Norte,Amazônia,2613
2019,8,RO,Norte,Amazônia,1786
2019,8,RR,Norte,Amazônia,1614
2019,8,TO,Norte,Cerrado,2050
2019,8,AL,Nordeste,Mata Atlântica,668
2019,8,BA,Nordeste,Caatinga,471
2019,8,CE,Nordeste,Caatinga,655
2019,8,MA,Nordeste,Cerrado,3088
2019,8,PB,Nordeste,Caatinga,428
2019,8,PE,Nordeste,Caatinga,655
2019,8,PI,Nordeste,Caatinga,565
2019,8,RN,Nordeste,Caatinga,732
2019,8,SE,Nordeste,Caatinga,461
2019,8,GO,Centro-Oeste,Cerrado,2654
2019,8,MS,Centro-Oeste,Cerrado,2882
2019,8,MT,Centro-Oeste,Cerrado,3049
2019,8,ES,Sudeste,Mata Atlântica,659
2019,8,MG,Sudeste,Cerrado,2347
2019,8,RJ,Sudeste,Mata Atlântica,634
2019,8,SP,Sudeste,Mata Atlântica,732
2019,8,PR,Sul,Mata Atlântica,615
2019,8,RS,Sul,Pampa,403
2019,8,SC,Sul,Mata Atlântica,756
2019,9,AC,Norte,Amazônia,2649
2019,9,AM,Norte,Amazônia,2628
2019,9,AP,Norte,Amazônia,1906
2019,9,PA,Norte,Amazônia,2601
2019,9,RO,Norte,Amazônia,2185
2019,9,RR,Norte,Amazônia,2589
2019,9,TO,Norte,Cerrado,1735
2019,9,AL,Nordeste,Mata Atlântica,649
2019,9,BA,Nordeste,Caatinga,783
2019,9,CE,Nordeste,Caatinga,410
2019,9,MA,Nordeste,Cerrado,3100
2019,9,PB,Nordeste,Caatinga,551
2019,9,PE,Nordeste,Caatinga,733
2019,9,PI,Nordeste,Caatinga,698
2019,9,RN,Nordeste,Caatinga,614
2019,9,SE,Nordeste,Caatinga,681
2019,9,GO,Centro-Oeste,Cerrado,2945
2019,9,MS,Centro-Oeste,Cerrado,2201
2019,9,MT,Centro-Oeste,Cerrado,2080
2019,9,ES,Sudeste,Mata Atlântica,653
2019,9,MG,Sudeste,Cerrado,2834
2019,9,RJ,Sudeste,Mata Atlântica,690
2019,9,SP,Sudeste,Mata Atlântica,704
2019,9,PR,Sul,Mata Atlântica,562
2019,9,RS,Sul,Pampa,712
2019,9,SC,Sul,Mata Atlântica,439
2019,10,AC,Norte,Amazônia,2421
2019,10,AM,Norte,Amazônia,1577
2019,10,AP,Norte,Amazônia,2076
2019,10,PA,Norte,Amazônia,2142
2019,10,RO,Norte,Amazônia,2189
2019,10,RR,Norte,Amazônia,2658
2019,10,TO,Norte,Cerrado,2177
2019,10,AL,Nordeste,Mata Atlântica,567
2019,10,BA,Nordeste,Caatinga,485
2019,10,CE,Nordeste,Caatinga,538
2019,10,MA,Nordeste,Cerrado,1924
2019,10,PB,Nordeste,Caatinga,420
2019,10,PE,Nordeste,Caatinga,628
2019,10,PI,Nordeste,Caatinga,653
2019,10,RN,Nordeste,Caatinga,634
2019,10,SE,Nordeste,Caatinga,573
2019,10,GO,Centro-Oeste,Cerrado,2163
2019,10,MS,Centro-Oeste,Cerrado,2921
2019,10,MT,Centro-Oeste,Cerrado,2381
2019,10,ES,Sudeste,Mata Atlântica,579
2019,10,MG,Sudeste,Cerrado,1608
2019,10,RJ,Sudeste,Mata Atlântica,525
2019,10,SP,Sudeste,Mata Atlântica,541
2019,10,PR,Sul,Mata Atlântica,548
2019,10,RS,Sul,Pampa,619
2019,10,SC,Sul,Mata Atlântica,601
2019,11,AC,Norte,Amazônia,403
2019,11,AM,Norte,Amazônia,442
2019,11,AP,Norte,Amazônia,454
2019,11,PA,Norte,Amazônia,431
2019,11,RO,Norte,Amazônia,490
2019,11,RR,Norte,Amazônia,255
2019,11,TO,Norte,Cerrado,299
2019,11,AL,Nordeste,Mata Atlântica,63
2019,11,BA,Nordeste,Caatinga,103
2019,11,CE,Nordeste,Caatinga,119
2019,11,MA,Nordeste,Cerrado,311
2019,11,PB,Nordeste,Caatinga,120
2019,11,PE,Nordeste,Caatinga,66
2019,11,PI,Nordeste,Caatinga,121
2019,11,RN,Nordeste,Caatinga,84
2019,11,SE,Nordeste,Caatinga,69
2019,11,GO,Centro-Oeste,Cerrado,372
2019,11,MS,Centro-Oeste,Cerrado,315
2019,11,MT,Centro-Oeste,Cerrado,322
2019,11,ES,Sudeste,Mata Atlântica,81
2019,11,MG,Sudeste,Cerrado,452
2019,11,RJ,Sudeste,Mata Atlântica,96
2019,11,SP,Sudeste,Mata Atlântica,82
2019,11,PR,Sul,Mata Atlântica,101
2019,11,RS,Sul,Pampa,107
2019,11,SC,Sul,Mata Atlântica,79
2019,12,AC,Norte,Amazônia,354
2019,12,AM,Norte,Amazônia,281
2019,12,AP,Norte,Amazônia,296
2019,12,PA,Norte,Amazônia,421
2019,12,RO,Norte,Amazônia,296
2019,12,RR,Norte,Amazônia,382
2019,12,TO,Norte,Cerrado,428
2019,12,AL,Nordeste,Mata Atlântica,69
2019,12,BA,Nordeste,Caatinga,98
2019,12,CE,Nordeste,Caatinga,78
2019,12,MA,Nordeste,Cerrado,492
2019,12,PB,Nordeste,Caatinga,93
2019,12,PE,Nordeste,Caatinga,113
2019,12,PI,Nordeste,Caatinga,97
2019,12,RN,Nordeste,Caatinga,65
2019,12,SE,Nordeste,Caatinga,102
2019,12,GO,Centro-Oeste,Cerrado,489
2019,12,MS,Centro-Oeste,Cerrado,401
2019,12,MT,Centro-Oeste,Cerrado,456
2019,12,ES,Sudeste,Mata Atlântica,118
2019,12,MG,Sudeste,Cerrado,308
2019,12,RJ,Sudeste,Mata Atlântica,76
2019,12,SP,Sudeste,Mata Atlântica,101
2019,12,PR,Sul,Mata Atlântica,88
2019,12,RS,Sul,Pampa,115
2019,12,SC,Sul,Mata Atlântica,119
2020,1,AC,Norte,Amazônia,348
2020,1,AM,Norte,Amazônia,318
2020,1,AP,Norte,Amazônia,458
2020,1,PA,Norte,Amazônia,328
2020,1,RO,Norte,Amazônia,469
2020,1,RR,Norte,Amazônia,366
2020,1,TO,Norte,Cerrado,429
2020,1,AL,Nordeste,Mata Atlântica,70
2020,1,BA,Nordeste,Caatinga,104
2020,1,CE,Nordeste,Caatinga,93
2020,1,MA,Nordeste,Cerrado,408
2020,1,PB,Nordeste,Caatinga,75
2020,1,PE,Nordeste,Caatinga,111
2020,1,PI,Nordeste,Caatinga,119
2020,1,RN,Nordeste,Caatinga,78
2020,1,SE,Nordeste,Caatinga,70
2020,1,GO,Centro-Oeste,Cerrado,263
2020,1,MS,Centro-Oeste,Cerrado,422
2020,1,MT,Centro-Oeste,Cerrado,413
2020,1,ES,Sudeste,Mata Atlântica,99
2020,1,MG,Sudeste,Cerrado,317
2020,1,RJ,Sudeste,Mata Atlântica,89
2020,1,SP,Sudeste,Mata Atlântica,102
2020,1,PR,Sul,Mata Atlântica,96
2020,1,RS,Sul,Pampa,128
2020,1,SC,Sul,Mata Atlântica,73
2020,2,AC,Norte,Amazônia,436
2020,2,AM,Norte,Amazônia,361
2020,2,AP,Norte,Amazônia,367
2020,2,PA,Norte,Amazônia,442
2020,2,RO,Norte,Amazônia,435
2020,2,RR,Norte,Amazônia,512
2020,2,TO,Norte,Cerrado,290
2020,2,AL,Nordeste,Mata Atlântica,71
2020,2,BA,Nordeste,Caatinga,111
2020,2,CE,Nordeste,Caatinga,101
2020,2,MA,Nordeste,Cerrado,328
2020,2,PB,Nordeste,Caatinga,69
2020,2,PE,Nordeste,Caatinga,69
2020,2,PI,Nordeste,Caatinga,121
2020,2,RN,Nordeste,Caatinga,76
2020,2,SE,Nordeste,Caatinga,85
2020,2,GO,Centro-Oeste,Cerrado,315
2020,2,MS,Centro-Oeste,Cerrado,349
2020,2,MT,Centro-Oeste,Cerrado,275
2020,2,ES,Sudeste,Mata Atlântica,97
2020,2,MG,Sudeste,Cerrado,275
2020,2,RJ,Sudeste,Mata Atlântica,115
2020,2,SP,Sudeste,Mata Atlântica,79
2020,2,PR,Sul,Mata Atlântica,99
2020,2,RS,Sul,Pampa,121
2020,2,SC,Sul,Mata Atlântica,106
2020,3,AC,Norte,Amazônia,394
2020,3,AM,Norte,Amazônia,341
2020,3,AP,Norte,Amazônia,343
2020,3,PA,Norte,Amazônia,430
2020,3,RO,Norte,Amazônia,513
2020,3,RR,Norte,Amazônia,428
2020,3,TO,Norte,Cerrado,401
2020,3,AL,Nordeste,Mata Atlântica,111
2020,3,BA,Nordeste,Caatinga,94
2020,3,CE,Nordeste,Caatinga,68
2020,3,MA,Nordeste,Cerrado,402
2020,3,PB,Nordeste,Caatinga,126
2020,3,PE,Nordeste,Caatinga,75
2020,3,PI,Nordeste,Caatinga,108
2020,3,RN,Nordeste,Caatinga,77
2020,3,SE,Nordeste,Caatinga,98
2020,3,GO,Centro-Oeste,Cerrado,282
2020,3,MS,Centro-Oeste,Cerrado,373
2020,3,MT,Centro-Oeste,Cerrado,452
2020,3,ES,Sudeste,Mata Atlântica,86
2020,3,MG,Sudeste,Cerrado,428
2020,3,RJ,Sudeste,Mata Atlântica,115
2020,3,SP,Sudeste,Mata Atlântica,124
2020,3,PR,Sul,Mata Atlântica,79
2020,3,RS,Sul,Pampa,90
2020,3,SC,Sul,Mata Atlântica,74
2020,4,AC,Norte,Amazônia,513
2020,4,AM,Norte,Amazônia,496
2020,4,AP,Norte,Amazônia,396
2020,4,PA,Norte,Amazônia,474
2020,4,RO,Norte,Amazônia,391
2020,4,RR,Norte,Amazônia,418
2020,4,TO,Norte,Cerrado,280
2020,4,AL,Nordeste,Mata Atlântica,113
2020,4,BA,Nordeste,Caatinga,72
2020,4,CE,Nordeste,Caatinga,117
2020,4,MA,Nordeste,Cerrado,459
2020,4,PB,Nordeste,Caatinga,110
2020,4,PE,Nordeste,Caatinga,66
2020,4,PI,Nordeste,Caatinga,83
2020,4,RN,Nordeste,Caatinga,81
2020,4,SE,Nordeste,Caatinga,87
2020,4,GO,Centro-Oeste,Cerrado,280
2020,4,MS,Centro-Oeste,Cerrado,498
2020,4,MT,Centro-Oeste,Cerrado,400
2020,4,ES,Sudeste,Mata Atlântica,84
2020,4,MG,Sudeste,Cerrado,359
2020,4,RJ,Sudeste,Mata Atlântica,93
2020,4,SP,Sudeste,Mata Atlântica,103
2020,4,PR,Sul,Mata Atlântica,97
2020,4,RS,Sul,Pampa,123
2020,4,SC,Sul,Mata Atlântica,96
2020,5,AC,Norte,Amazônia,513
2020,5,AM,Norte,Amazônia,476
2020,5,AP,Norte,Amazônia,311
2020,5,PA,Norte,Amazônia,497
2020,5,RO,Norte,Amazônia,287
2020,5,RR,Norte,Amazônia,468
2020,5,TO,Norte,Cerrado,355
2020,5,AL,Nordeste,Mata Atlântica,120
2020,5,BA,Nordeste,Caatinga,120
2020,5,CE,Nordeste,Caatinga,116
2020,5,MA,Nordeste,Cerrado,461
2020,5,PB,Nordeste,Caatinga,84
2020,5,PE,Nordeste,Caatinga,69
2020,5,PI,Nordeste,Caatinga,90
2020,5,RN,Nordeste,Caatinga,75
2020,5,SE,Nordeste,Caatinga,109
2020,5,GO,Centro-Oeste,Cerrado,346
2020,5,MS,Centro-Oeste,Cerrado,508
2020,5,MT,Centro-Oeste,Cerrado,422
2020,5,ES,Sudeste,Mata Atlântica,117
2020,5,MG,Sudeste,Cerrado,291
2020,5,RJ,Sudeste,Mata Atlântica,119
2020,5,SP,Sudeste,Mata Atlântica,123
2020,5,PR,Sul,Mata Atlântica,95
2020,5,RS,Sul,Pampa,103
2020,5,SC,Sul,Mata Atlântica,113
2020,6,AC,Norte,Amazônia,302
2020,6,AM,Norte,Amazônia,387
2020,6,AP,Norte,Amazônia,360
2020,6,PA,Norte,Amazônia,295
2020,6,RO,Norte,Amazônia,352
2020,6,RR,Norte,Amazônia,275
2020,6,TO,Norte,Cerrado,264
2020,6,AL,Nordeste,Mata Atlântica,73
2020,6,BA,Nordeste,Caatinga,126
2020,6,CE,Nordeste,Caatinga,99
2020,6,MA,Nordeste,Cerrado,506
2020,6,PB,Nordeste,Caatinga,92
2020,6,PE,Nordeste,Caatinga,84
2020,6,PI,Nordeste,Caatinga,96
2020,6,RN,Nordeste,Caatinga,92
2020,6,SE,Nordeste,Caatinga,71
2020,6,GO,Centro-Oeste,Cerrado,422
2020,6,MS,Centro-Oeste,Cerrado,313
2020,6,MT,Centro-Oeste,Cerrado,417
2020,6,ES,Sudeste,Mata Atlântica,106
2020,6,MG,Sudeste,Cerrado,296
2020,6,RJ,Sudeste,Mata Atlântica,68
2020,6,SP,Sudeste,Mata Atlântica,114
2020,6,PR,Sul,Mata Atlântica,94
2020,6,RS,Sul,Pampa,68
2020,6,SC,Sul,Mata Atlântica,128
2020,7,AC,Norte,Amazônia,1703
2020,7,AM,Norte,Amazônia,2729
2020,7,AP,Norte,Amazônia,3193
2020,7,PA,Norte,Amazônia,1995
2020,7,RO,Norte,Amazônia,1839
2020,7,RR,Norte,Amazônia,1805
2020,7,TO,Norte,Cerrado,2098
2020,7,AL,Nordeste,Mata Atlântica,443
2020,7,BA,Nordeste,Caatinga,681
2020,7,CE,Nordeste,Caatinga,427
2020,7,MA,Nordeste,Cerrado,2430
2020,7,PB,Nordeste,Caatinga,803
2020,7,PE,Nordeste,Caatinga,730
2020,7,PI,Nordeste,Caatinga,650
2020,7,RN,Nordeste,Caatinga,525
2020,7,SE,Nordeste,Caatinga,653
2020,7,GO,Centro-Oeste,Cerrado,2458
2020,7,MS,Centro-Oeste,Cerrado,2295
2020,7,MT,Centro-Oeste,Cerrado,1820
2020,7,ES,Sudeste,Mata Atlântica,759
2020,7,MG,Sudeste,Cerrado,2334
2020,7,RJ,Sudeste,Mata Atlântica,480
2020,7,SP,Sudeste,Mata Atlântica,550
2020,7,PR,Sul,Mata Atlântica,569
2020,7,RS,Sul,Pampa,735
2020,7,SC,Sul,Mata Atlântica,697
2020,8,AC,Norte,Amazônia,2848
2020,8,AM,Norte,Amazônia,1627
2020,8,AP,Norte,Amazônia,2280
2020,8,PA,Norte,Amazônia,2384
2020,8,RO,Norte,Amazônia,1640
2020,8,RR,Norte,Amazônia,2028
2020,8,TO,Norte,Cerrado,2834
2020,8,AL,Nordeste,Mata Atlântica,457
2020,8,BA,Nordeste,Caatinga,617
2020,8,CE,Nordeste,Caatinga,489
2020,8,MA,Nordeste,Cerrado,1629
2020,8,PB,Nordeste,Caatinga,499
2020,8,PE,Nordeste,Caatinga,795
2020,8,PI,Nordeste,Caatinga,725
2020,8,RN,Nordeste,Caatinga,788
2020,8,SE,Nordeste,Caatinga,598
2020,8,GO,Centro-Oeste,Cerrado,1786
2020,8,MS,Centro-Oeste,Cerrado,2492
2020,8,MT,Centro-Oeste,Cerrado,2341
2020,8,ES,Sudeste,Mata Atlântica,742
2020,8,MG,Sudeste,Cerrado,1767
2020,8,RJ,Sudeste,Mata Atlântica,599
2020,8,SP,Sudeste,Mata Atlântica,462
2020,8,PR,Sul,Mata Atlântica,533
2020,8,RS,Sul,Pampa,699
2020,8,SC,Sul,Mata Atlântica,594
2020,9,AC,Norte,Amazônia,2215
2020,9,AM,Norte,Amazônia,2245
2020,9,AP,Norte,Amazônia,2349
2020,9,PA,Norte,Amazônia,2873
2020,9,RO,Norte,Amazônia,3046
2020,9,RR,Norte,Amazônia,3148
2020,9,TO,Norte,Cerrado,2876
2020,9,AL,Nordeste,Mata Atlântica,529
2020,9,BA,Nordeste,Caatinga,679
2020,9,CE,Nordeste,Caatinga,578
2020,9,MA,Nordeste,Cerrado,2020
2020,9,PB,Nordeste,Caatinga,740
2020,9,PE,Nordeste,Caatinga,417
2020,9,PI,Nordeste,Caatinga,765
2020,9,RN,Nordeste,Caatinga,588
2020,9,SE,Nordeste,Caatinga,658
2020,9,GO,Centro-Oeste,Cerrado,2671
2020,9,MS,Centro-Oeste,Cerrado,3051
2020,9,MT,Centro-Oeste,Cerrado,2635
2020,9,ES,Sudeste,Mata Atlântica,649
2020,9,MG,Sudeste,Cerrado,1717
2020,9,RJ,Sudeste,Mata Atlântica,611
2020,9,SP,Sudeste,Mata Atlântica,462
2020,9,PR,Sul,Mata Atlântica,699
2020,9,RS,Sul,Pampa,608
2020,9,SC,Sul,Mata Atlântica,676
2020,10,AC,Norte,Amazônia,1677
2020,10,AM,Norte,Amazônia,1746
2020,10,AP,Norte,Amazônia,2763
2020,10,PA,Norte,Amazônia,1726
2020,10,RO,Norte,Amazônia,1724
2020,10,RR,Norte,Amazônia,1629
2020,10,TO,Norte,Cerrado,3149
2020,10,AL,Nordeste,Mata Atlântica,699
2020,10,BA,Nordeste,Caatinga,544
2020,10,CE,Nordeste,Caatinga,521
2020,10,MA,Nordeste,Cerrado,2173
2020,10,PB,Nordeste,Caatinga,714
2020,10,PE,Nordeste,Caatinga,668
2020,10,PI,Nordeste,Caatinga,477
2020,10,RN,Nordeste,Caatinga,472
2020,10,SE,Nordeste,Caatinga,442
2020,10,GO,Centro-Oeste,Cerrado,2673
2020,10,MS,Centro-Oeste,Cerrado,2840
2020,10,MT,Centro-Oeste,Cerrado,2036
2020,10,ES,Sudeste,Mata Atlântica,410
2020,10,MG,Sudeste,Cerrado,1742
2020,10,RJ,Sudeste,Mata Atlântica,792
2020,10,SP,Sudeste,Mata Atlântica,521
2020,10,PR,Sul,Mata Atlântica,712
2020,10,RS,Sul,Pampa,653
2020,10,SC,Sul,Mata Atlântica,556
2020,11,AC,Norte,Amazônia,310
2020,11,AM,Norte,Amazônia,288
2020,11,AP,Norte,Amazônia,416
2020,11,PA,Norte,Amazônia,457
2020,11,RO,Norte,Amazônia,423
2020,11,RR,Norte,Amazônia,394
2020,11,TO,Norte,Cerrado,268
2020,11,AL,Nordeste,Mata Atlântica,126
2020,11,BA,Nordeste,Caatinga,115
2020,11,CE,Nordeste,Caatinga,83
2020,11,MA,Nordeste,Cerrado,510
2020,11,PB,Nordeste,Caatinga,103
2020,11,PE,Nordeste,Caatinga,101
2020,11,PI,Nordeste,Caatinga,112
2020,11,RN,Nordeste,Caatinga,116
2020,11,SE,Nordeste,Caatinga,106
2020,11,GO,Centro-Oeste,Cerrado,290
2020,11,MS,Centro-Oeste,Cerrado,344
2020,11,MT,Centro-Oeste,Cerrado,496
2020,11,ES,Sudeste,Mata Atlântica,78
2020,11,MG,Sudeste,Cerrado,353
2020,11,RJ,Sudeste,Mata Atlântica,92
2020,11,SP,Sudeste,Mata Atlântica,92
2020,11,PR,Sul,Mata Atlântica,103
2020,11,RS,Sul,Pampa,125
2020,11,SC,Sul,Mata Atlântica,79
2020,12,AC,Norte,Amazônia,288
2020,12,AM,Norte,Amazônia,308
2020,12,AP,Norte,Amazônia,486
2020,12,PA,Norte,Amazônia,423
2020,12,RO,Norte,Amazônia,331
2020,12,RR,Norte,Amazônia,467
2020,12,TO,Norte,Cerrado,479
2020,12,AL,Nordeste,Mata Atlântica,118
2020,12,BA,Nordeste,Caatinga,123
2020,12,CE,Nordeste,Caatinga,80
2020,12,MA,Nordeste,Cerrado,452
2020,12,PB,Nordeste,Caatinga,94
2020,12,PE,Nordeste,Caatinga,118
2020,12,PI,Nordeste,Caatinga,111
2020,12,RN,Nordeste,Caatinga,114
2020,12,SE,Nordeste,Caatinga,106
2020,12,GO,Centro-Oeste,Cerrado,303
2020,12,MS,Centro-Oeste,Cerrado,397
2020,12,MT,Centro-Oeste,Cerrado,511
2020,12,ES,Sudeste,Mata Atlântica,124
2020,12,MG,Sudeste,Cerrado,268
2020,12,RJ,Sudeste,Mata Atlântica,75
